datafile,description
DO234346.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRC;RUNX1T1 mut;BRD3 amp;CCND1 amp;CDK6 amp;EGFR amp;MYC amp;NOTCH1 amp;TP53 trunc;CDKN2A hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel
DO234373.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;ESR1 mut;MED12 mut;MKL1 mut;CCNE1 amp;MYC amp;NKX2-1 amp;NOTCH2 amp;TET1 amp;TP53 hetdel & mis;ATRX homdel;SMAD4 homdel
DO234228.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=DM;BRAF amp;CCND2 amp;CDK6 amp;EGFR amp;FGFR2 amp;KRAS amp;MET amp;MYCL amp;NOTCH2 amp;NRAS amp;ARID1A trunc;ARID2 trunc;CDKN2A hetdel & mis;TP53 hetdel & mis
DO50337.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRC;BRAF mut;FLT4 mut;ALK amp;CCND3 amp;KRAS amp;PIK3CA amp;SOX2 amp
DO50323.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;PDGFRA mut;RET mut;AKT2 amp;BRD3 amp;CCNE1 amp;FGFR4 amp;MDM4 amp;MYB amp;MYCL amp;MYCN amp;NOTCH1 amp;TERT amp;TP53 trunc;AMER1 homdel;ATRX homdel
8022.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=BFB;MYH11 mut;CCND1 amp;ERBB2 amp;MYB amp;PIK3CA amp;ROS1 amp;SOX2 amp;TERT amp;NOTCH1 trunc;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;PHF6 homdel;STAG2 homdel;ZRSR2 homdel
8041.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=RT;CARD11 mut;JAK3 mut;MYH11 mut;NFKB2 mut;PAX8 mut;REL mut;STAT6 mut;IKZF1 homdel
8042.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=PYRGO;CARD11 mut;MLLT4 mut;NFIB mut;NTRK3 mut;PPARG mut;RAF1 mut;BCL2 amp;CDK6 amp;MET amp;MYC amp;KMT2D trunc;CDKN2A homdel
8043.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=BFB;KMT2D trunc;TP53 trunc
8046.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=SPARSE;FOXO1 mut;IKBKB mut;MYC mut;CASP8 trunc
8047.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=CHROMOPLEXY;ALK mut;BCL3 mut;FOXO1 mut;KMT2A mut;NUTM1 mut;USP6 mut;MDM4 amp;NTRK1 amp;PIK3CA amp;SOX2 amp;NFKBIE trunc;CDKN2A homdel
8052.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=CHROMOTHRIPSIS;PTPRB mut;NTRK1 amp;PIK3CA amp;SOX2 amp;APC trunc;KMT2D trunc;RB1 trunc;TP53 hetdel & mis
806_T1_36_23341.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INVDUP;FOXO4 mut;MED12 mut;CDKN2A homdel
806_T1_37_24154.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INVDUP;FOXO4 mut
806_T2_34_24157.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INVDUP;
806_T2_34_24160.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=INVDUP;JAK2 mut;AXIN1 trunc;GRIN2A trunc
8061.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=SPARSE;CARD11 mut;DEK mut;PIM1 mut;STAT3 mut;TET2 trunc
8062.json,tumor_type=DLBCL;subtype=MALY_dlbcl;dataset=TCGA;organ=Blood;lineage=Lymphoid;cluster=SPARSE;MAP2K1 mut;RAF1 mut
8064.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=BRD;KDR mut;NOTCH1 mut;NRG1 mut;CCND1 amp;EGFR amp;JAK2 amp;KDR amp;KIT amp;KRAS amp;MYC amp;NKX2-1 amp;PDGFRA amp;PIK3CA amp;SOX2 amp;BRCA2 hetdel & mis;NFE2L2 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
DO50393.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=DM;FLT3 mut;NRG1 mut;BRAF amp;ERBB3 amp;MET amp;APC trunc;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
DO234352.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=CHROMOTHRIPSIS;CDK6 amp;EGFR amp;FGFR1 amp;MYC amp;TERT amp;ARID1A trunc;CDKN2A trunc;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
8104.json,tumor_type=LGG;dataset=TCGA;organ=Brain;lineage=Glial;cluster=DM;EGFR mut;PML mut;SF3B1 mut;MDM4 amp;PTEN hetdel & mis;CDKN2A homdel
DO50388.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;EGFR mut;BCL2 amp;BRD3 amp;MDM4 amp;NOTCH1 amp;NOTCH2 amp;TET1 amp;PHF6 trunc;FBXW7 hetdel & mis;TP53 hetdel & mis;ATRX homdel
8171.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=CHROMOTHRIPSIS;CTNNB1 mut;KDM5A mut;AKT1 amp;BRAF amp;CCND3 amp;CDK6 amp;MDM4 amp;MET amp;MYB amp;NKX2-1 amp;NTRK1 amp;TERT amp
8182.json,tumor_type=LGG;dataset=TCGA;organ=Brain;lineage=Glial;cluster=INV;IDH1 mut;TP53 trunc
DO50357.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;KAT6A mut;AKT2 amp;EGFR amp;MET amp;MYC amp;SOX2 amp;TP53 trunc;BCOR homdel;ZRSR2 homdel
DO234342.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;GNAS mut;MLLT3 mut;NCOA1 mut;PDGFB mut;AKT1 amp;AKT2 amp;EGFR amp;MYC amp;NKX2-1 amp;NOTCH1 amp;TP53 trunc;CDKN2A hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;ZRSR2 homdel
8245.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=CHROMOPLEXY;CARD11 mut;TERT amp;APC trunc;TP53 trunc
8250.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=CHROMOTHRIPSIS;ABL2 mut;FGFR4 mut;NOTCH1 mut;PAX3 mut;RSPO2 mut;CCND2 amp;CDK4 amp;CDK6 amp;ERBB3 amp;FGFR1 amp;KRAS amp;MDM2 amp;MYC amp;PIK3CA amp;SOX2 amp;TERT amp;KMT2D trunc;NOTCH1 trunc;TP53 trunc;NOTCH1 hetdel & mis;TSC2 hetdel & mis;FAS homdel;NF2 homdel;PTEN homdel
8258.json,tumor_type=PRAD;dataset=TCGA;organ=Prostate;lineage=Prostate epithelium;cluster=QUIET;
DO234378.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRC;CCND3 amp;CDK6 amp;TERT amp;APC trunc;FBXO11 hetdel & mis;TP53 hetdel & mis;CDKN1B homdel
8277.json,tumor_type=LUSC;dataset=TCGA;organ=Lung;lineage=Squamous bronchial epithelium;cluster=BR;CREBBP mut;NOTCH1 mut;TCF7L2 mut;CCND1 amp;CDK6 amp;KRAS amp;NOTCH2 amp;PIK3CA amp;SOX2 amp;CDKN2A trunc;TP53 hetdel & mis
8299.json,tumor_type=LUAD;dataset=TCGA;organ=Lung;lineage=Alveolar epithelium;cluster=QUIET;CBFA2T3 mut
8323.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=CHROMOTHRIPSIS;MUTYH germline pathogenic;PTEN hetdel & mis
8325.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8326.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;TSC1 trunc
8327.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8328.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=SPARSE;
833_T1_31_24010.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;NOTCH1 mut;ERBB2 amp;CYLD trunc;TP53 trunc;CDKN2A homdel
833_T2_30_24016.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;NOTCH1 mut;BRD3 amp;NOTCH1 amp;ARID1A trunc;CDKN2A homdel
833_T1_27_24774.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;NOTCH1 mut;BRD3 amp;NOTCH1 amp;TP53 trunc;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
833_T2_26_24777.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;NOTCH1 mut;BRD3 amp;NOTCH1 amp;ARID1A trunc;SMARCE1 trunc;CDKN2A homdel
8330.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8331.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=TRANSLOCATION;
8332.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8333.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
8334.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8337.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8340.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8341.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=DM;CDK6 amp;CTNNB1 amp;MAP2K1 amp;MET amp;TERT amp;TP53 trunc
8342.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8343.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;BRAF amp;CDK6 amp;EGFR amp;MET amp;BLM germline pathogenic
8344.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8346.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8373.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=PYRGO;BRD4 mut;MYB amp;TERT amp;TP53 hetdel & mis
8381.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=QUIET;CCND2 mut;ERBB3 mut;FGFR4 mut;JAK3 mut
DO234368.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=female;cluster=BRD;ERBB3 mut;CCND1 amp;CTNNB1 amp;SMAD4 hetdel & mis;TP53 hetdel & mis;CDKN2A homdel;STK11 homdel
8405.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8406.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8407.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8409.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8410.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8411.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8416.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8417.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8418.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=SPARSE;NOTCH1 mut;TP53 hetdel & mis
8419.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;FLT4 mut
8421.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=INV;
8422.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;FGFR3 amp;KDR amp;KIT amp;PDGFRA amp;NF1 germline pathogenic
8424.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=RT;TP53 hetdel & mis
8425.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=SPARSE;PTEN homdel
8426.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=TRANSLOCATION;MYH9 mut;MYC amp
8427.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=BR;NRAS mut
8428.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=INV;CDK6 mut;CTNNB1 mut;ERBB3 mut;FLT4 mut;IKBKB mut;RB1 trunc;TP53 trunc;FUBP1 hetdel & mis;NF1 hetdel & mis
8429.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8430.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=SPARSE;
8431.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=RT;USP6 mut
8432.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8434.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=TRANSLOCATION;TP53 hetdel & mis
8435.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=CHROMOTHRIPSIS;TERT amp;CDKN2C homdel
8437.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=SPARSE;
8438.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=SPARSE;HNF1A trunc;SETD2 trunc
8439.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8440.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8441.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8442.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;
8443.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=CHROMOTHRIPSIS;MLLT4 mut
8476.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;KDM6A trunc
8477.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;TET1 mut
8486.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=INVDUP;CARD11 mut;CCND2 amp;CCND3 amp;MED12 amp;MYB amp;TP53 trunc
852_T1_35_23902.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;ARID2 trunc;CDKN2A homdel
852_T1_33_23905.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;KRAS mut;RHOH mut;CDKN2A hetdel & mis;TP53 hetdel & mis
852_T2_35_23908.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;ARID2 trunc;CDKN2A homdel
852_T2_34_24876.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;KRAS mut;RHOH mut;CDKN2A hetdel & mis;TP53 hetdel & mis
8529.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=DDT;BRD3 mut;NKX2-1 mut;NOTCH2 mut;RANBP2 mut;TCF7L2 mut;CDK6 amp;JAK2 amp;MET amp;NOTCH2 amp;PIK3CA amp;SOX2 amp;TERT amp;KMT2C hetdel & mis;PMS1 hetdel & mis;AMER1 homdel;ARID1A homdel;ARID1B homdel;ATRX homdel;BCOR homdel;DNM2 homdel;DNMT3A homdel;FANCA homdel;KDM5C homdel;KDM6A homdel;MEN1 homdel;NCOR1 homdel;PHF6 homdel;RB1 homdel;SDHB homdel;SMARCA4 homdel;STAG2 homdel;STK11 homdel;TP53 homdel;WAS homdel;ZRSR2 homdel
856_T2_36_23962.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
856_T1_37_24756.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;ARID1A trunc;CDKN2A homdel
856_T1_34_24759.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;KMT2A mut;CDKN2A homdel
856_T2_36_24891.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;ABI1 mut;ARID1A trunc;NFKBIE trunc;CDKN2A homdel
DO234265.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BR;FUS mut;MYH9 mut;NOTCH1 mut;BRAF amp;CCND3 amp;MYC amp;ARID1A trunc;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
8570.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=INV;
DO234276.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;MAP2K1 amp;MYC amp;MYCN amp;PDGFRB amp;NF1 trunc;NF1 hetdel & mis;TP53 hetdel & mis
DO234227.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRC;CBFA2T3 mut;NR4A3 mut;AKT1 amp;AKT2 amp;BCL2 amp;BRD3 amp;CCND3 amp;EGFR amp;ERBB2 amp;FGFR3 amp;FGFR4 amp;HRAS amp;KRAS amp;MDM4 amp;MYCL amp;NOTCH1 amp;PDGFB amp;TET1 amp;KMT2C hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
8608.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=QUIET;JAK2 mut;MLLT4 mut;PIK3CA mut;SFPQ mut;U2AF1 mut;JAK2 amp;ARID1A trunc
862_T1_33_24580.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
862_T2_31_24586.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;ERBB3 mut;CDKN2A homdel
862_T2_33_24589.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A homdel
862_T1_35_24846.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel
DO234260.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;FLT4 mut;KDM5A mut;NRG1 mut;AKT2 amp;CCND1 amp;CCNE1 amp;CDK6 amp;FGFR4 amp;MET amp;NOTCH2 amp;NTRK1 amp;SMARCA4 trunc;TP53 hetdel & mis;BCOR homdel;KDM5C homdel;KDM6A homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
8639.json,tumor_type=KICH;dataset=TCGA;organ=Kidney;lineage=Renal chromophobe cells;cluster=QUIET;TSC1 trunc
865_T2_27_24070.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;CDKN2A hetdel & mis
865_T2_26_24073.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;ABL1 mut
865_T3_26_24076.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;
865_T3_25_24079.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;ETV6 mut;ARID1A trunc;CDKN2A homdel
865_T1_27_24786.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;FGFR1 mut
865_T1_25_24789.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=RT;MLLT4 mut;RSPO2 mut
8682.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=RT;TP53 trunc;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
8690.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=RT;CIITA mut;CREBBP mut;MED12 mut;MITF mut;TP53 trunc
DO50395.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;KMT2A mut;ALK amp;CCNE1 amp;MYCN amp;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;MAP3K1 homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
DO234252.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=BRD;CCND1 amp;EGFR amp;TET1 amp;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
DO234400.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=INVDUP;JAK3 mut;PIK3CA mut;CDK6 amp;EGFR amp;NTRK3 amp;TP53 hetdel & mis;CDKN2A homdel;PTEN homdel
DO234219.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=DM;EGFR mut;MYO5A mut;NKX2-1 mut;PAX5 mut;PIK3CA mut;PML mut;RUNX1T1 mut;SETBP1 mut;SMO mut;BCL2 amp;FGFR1 amp;HRAS amp;MYC amp;ARID1A trunc;ARID2 trunc;CDKN2A trunc;ARID1A hetdel & mis;AXIN1 hetdel & mis;DICER1 hetdel & mis;KMT2D hetdel & mis;MAP2K4 hetdel & mis;MSH2 hetdel & mis;PTEN hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;SETD2 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
88_T1_36_23692.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;FLT3 mut;ARID1A trunc;ATM trunc;CDKN2A homdel
88_T1_35_23695.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;FLT3 mut;ARID1A trunc
88_T2_33_23698.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;FLT3 mut;ARID1A trunc;ATM trunc
88_T2_33_23701.json,tumor_type=BE;dataset=BARRETTS;organ=Esophagus;lineage=Esophageal columnar epithelium;cluster=CHROMOTHRIPSIS;FLT3 mut;ARID1A trunc;CDKN2A homdel
DO234419.json,tumor_type=ESAD;dataset=ESAD-UK;organ=Esophagus;lineage=Esophageal columnar epithelium;gender=male;cluster=PYRGO;CARD11 mut;GNAQ mut;MYB mut;PAX7 mut;PRKAR1A mut;REL mut;CCND2 amp;CCND3 amp;CDK6 amp;KRAS amp;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
